peak_1	1	187151	187152	+
peak_2	1	238699	238700	-
peak_3	1	264150	264151	-
peak_4	1	368620	368621	+
peak_5	1	368622	368623	+
peak_6	1	368637	368638	+
peak_7	1	368699	368700	+
peak_8	1	368702	368703	+
peak_9	1	368725	368726	+
peak_10	1	368728	368729	+
peak_11	1	368759	368760	+
peak_12	1	368944	368945	+
peak_13	1	369254	369255	+
peak_14	1	370409	370410	+
peak_15	1	370412	370413	+
peak_16	1	370504	370505	+
peak_17	1	370529	370530	+
peak_18	1	370598	370599	+
peak_19	1	370601	370602	+
peak_20	1	370604	370605	+
peak_21	1	515003	515004	+
peak_22	1	546416	546417	+
peak_23	1	651263	651264	+
peak_24	1	680029	680030	+
peak_25	1	696742	696743	-
peak_26	1	1008997	1008998	-
peak_27	1	1039167	1039168	+
peak_28	1	1039170	1039171	+
peak_29	1	1148463	1148464	-
peak_30	1	1148464	1148465	-
peak_31	1	1225267	1225268	-
peak_32	1	1225268	1225269	-
peak_33	1	1485397	1485398	-
peak_34	1	1802418	1802419	+
peak_35	1	1875512	1875513	+
peak_36	1	1981672	1981673	+
peak_37	1	2008389	2008390	+
peak_38	1	2037239	2037240	+
peak_39	1	2101829	2101830	+
peak_40	1	2102359	2102360	-
peak_41	1	2157744	2157745	-
peak_42	1	2207029	2207030	+
peak_43	1	2256724	2256725	-
peak_44	1	2343730	2343731	-
peak_45	1	2426055	2426056	+
peak_46	1	2467373	2467374	-
peak_47	1	2539935	2539936	+
peak_48	1	2875978	2875979	-
peak_49	1	2993473	2993474	-
peak_50	1	3022513	3022514	+
peak_51	1	3049440	3049441	-
peak_52	1	3123197	3123198	+
peak_53	1	3280073	3280074	+
peak_54	1	3366096	3366097	+
peak_55	1	3402245	3402246	+
peak_56	1	3427501	3427502	+
peak_57	1	3462398	3462399	+
peak_58	1	3462414	3462415	+
peak_59	1	3462538	3462539	+
peak_60	1	3462864	3462865	+
peak_61	1	3468555	3468556	-
peak_62	1	3644460	3644461	+
peak_63	1	3697376	3697377	+
peak_64	1	3708336	3708337	-
peak_65	1	3872526	3872527	-
peak_66	1	4047721	4047722	-
peak_67	1	4063370	4063371	-
peak_68	1	4063371	4063372	-
peak_69	1	4063372	4063373	-
peak_70	1	4090316	4090317	+
peak_71	1	4130508	4130509	-
peak_72	1	4148038	4148039	-
peak_73	1	4163166	4163167	-
peak_74	1	4440715	4440716	-
peak_75	1	4444663	4444664	+
peak_76	1	4506621	4506622	+
peak_77	1	4533791	4533792	-
peak_78	1	4534101	4534102	-
peak_79	1	4541455	4541456	+
peak_80	1	4542480	4542481	+
peak_81	1	4543974	4543975	-
peak_82	1	4596167	4596168	-
peak_83	1	4597793	4597794	+
peak_84	1	4736141	4736142	+
peak_85	1	4854721	4854722	-
peak_86	1	4999832	4999833	+
peak_87	1	5030078	5030079	+
peak_88	1	5080955	5080956	+
peak_89	1	5328081	5328082	-
peak_90	1	5495325	5495326	+
peak_91	1	5603905	5603906	-
peak_92	1	5627714	5627715	-
peak_93	1	5641691	5641692	-
peak_94	1	5713370	5713371	-
peak_95	1	5735503	5735504	-
peak_96	1	5832429	5832430	+
peak_97	1	6149159	6149160	+
